Trace2,,,
Freq,,Amp,
2342499863,Hz,-73.108, dBm
2343333196,Hz,-73.108, dBm
2344166529,Hz,-73.102, dBm
2344999862,Hz,-73.088, dBm
2345833195,Hz,-73.1, dBm
2346666528,Hz,-73.106, dBm
2347499861,Hz,-73.104, dBm
2348333194,Hz,-73.108, dBm
2349166527,Hz,-73.1, dBm
2349999860,Hz,-73.093, dBm
2350833193,Hz,-73.096, dBm
2351666526,Hz,-73.085, dBm
2352499859,Hz,-73.096, dBm
2353333192,Hz,-73.099, dBm
2354166525,Hz,-73.105, dBm
2354999858,Hz,-73.12, dBm
2355833191,Hz,-73.112, dBm
2356666524,Hz,-73.104, dBm
2357499857,Hz,-73.097, dBm
2358333190,Hz,-73.105, dBm
2359166523,Hz,-73.1, dBm
2359999856,Hz,-73.111, dBm
2360833189,Hz,-73.095, dBm
2361666522,Hz,-73.104, dBm
2362499855,Hz,-73.109, dBm
2363333188,Hz,-73.097, dBm
2364166521,Hz,-73.107, dBm
2364999854,Hz,-73.096, dBm
2365833187,Hz,-73.108, dBm
2366666520,Hz,-73.094, dBm
2367499853,Hz,-73.09, dBm
2368333186,Hz,-73.1, dBm
2369166519,Hz,-73.092, dBm
2369999852,Hz,-73.092, dBm
2370833185,Hz,-73.098, dBm
2371666518,Hz,-73.093, dBm
2372499851,Hz,-73.094, dBm
2373333184,Hz,-73.094, dBm
2374166517,Hz,-73.088, dBm
2374999850,Hz,-73.092, dBm
2375833183,Hz,-73.093, dBm
2376666516,Hz,-73.084, dBm
2377499849,Hz,-73.077, dBm
2378333182,Hz,-73.091, dBm
2379166515,Hz,-73.096, dBm
2379999848,Hz,-73.077, dBm
2380833181,Hz,-73.08, dBm
2381666514,Hz,-73.081, dBm
2382499847,Hz,-73.069, dBm
2383333180,Hz,-73.063, dBm
2384166513,Hz,-73.066, dBm
2384999846,Hz,-73.053, dBm
2385833179,Hz,-73.05, dBm
2386666512,Hz,-73.051, dBm
2387499845,Hz,-73.041, dBm
2388333178,Hz,-73.039, dBm
2389166511,Hz,-73.034, dBm
2389999844,Hz,-73.022, dBm
2390833177,Hz,-73.024, dBm
2391666510,Hz,-73.014, dBm
2392499843,Hz,-73.019, dBm
2393333176,Hz,-73.016, dBm
2394166509,Hz,-73.026, dBm
2394999842,Hz,-73.005, dBm
2395833175,Hz,-73.011, dBm
2396666508,Hz,-73.023, dBm
2397499841,Hz,-72.998, dBm
2398333174,Hz,-73.007, dBm
2399166507,Hz,-73.007, dBm
2399999840,Hz,-73.002, dBm
2400833173,Hz,-72.984, dBm
2401666506,Hz,-72.938, dBm
2402499839,Hz,-72.963, dBm
2403333172,Hz,-72.974, dBm
2404166505,Hz,-72.973, dBm
2404999838,Hz,-72.971, dBm
2405833171,Hz,-72.969, dBm
2406666504,Hz,-72.967, dBm
2407499837,Hz,-72.964, dBm
2408333170,Hz,-72.977, dBm
2409166503,Hz,-72.979, dBm
2409999836,Hz,-72.961, dBm
2410833169,Hz,-72.977, dBm
2411666502,Hz,-72.982, dBm
2412499835,Hz,-72.959, dBm
2413333168,Hz,-72.964, dBm
2414166501,Hz,-72.95, dBm
2414999834,Hz,-72.939, dBm
2415833167,Hz,-72.916, dBm
2416666500,Hz,-72.908, dBm
2417499833,Hz,-72.884, dBm
2418333166,Hz,-72.898, dBm
2419166499,Hz,-72.905, dBm
2419999832,Hz,-72.925, dBm
2420833165,Hz,-72.928, dBm
2421666498,Hz,-72.946, dBm
2422499831,Hz,-72.956, dBm
2423333164,Hz,-72.952, dBm
2424166497,Hz,-72.952, dBm
2424999830,Hz,-72.93, dBm
2425833163,Hz,-72.876, dBm
2426666496,Hz,-72.925, dBm
2427499829,Hz,-72.946, dBm
2428333162,Hz,-72.933, dBm
2429166495,Hz,-72.949, dBm
2429999828,Hz,-72.954, dBm
2430833161,Hz,-72.938, dBm
2431666494,Hz,-72.938, dBm
2432499827,Hz,-72.93, dBm
2433333160,Hz,-72.933, dBm
2434166493,Hz,-72.941, dBm
2434999826,Hz,-72.905, dBm
2435833159,Hz,-72.909, dBm
2436666492,Hz,-72.904, dBm
2437499825,Hz,-72.917, dBm
2438333158,Hz,-72.913, dBm
2439166491,Hz,-72.896, dBm
2439999824,Hz,-72.894, dBm
2440833157,Hz,-72.897, dBm
2441666490,Hz,-72.876, dBm
2442499823,Hz,-72.892, dBm
2443333156,Hz,-72.878, dBm
2444166489,Hz,-72.864, dBm
2444999822,Hz,-72.875, dBm
2445833155,Hz,-72.869, dBm
2446666488,Hz,-72.871, dBm
2447499821,Hz,-72.848, dBm
2448333154,Hz,-72.838, dBm
2449166487,Hz,-72.848, dBm
2449999820,Hz,-72.853, dBm
2450833153,Hz,-72.859, dBm
2451666486,Hz,-72.848, dBm
2452499819,Hz,-72.844, dBm
2453333152,Hz,-72.803, dBm
2454166485,Hz,-72.783, dBm
2454999818,Hz,-72.797, dBm
2455833151,Hz,-72.797, dBm
2456666484,Hz,-72.808, dBm
2457499817,Hz,-72.784, dBm
2458333150,Hz,-72.763, dBm
2459166483,Hz,-72.754, dBm
2459999816,Hz,-72.711, dBm
2460833149,Hz,-72.664, dBm
2461666482,Hz,-72.67, dBm
2462499815,Hz,-72.672, dBm
2463333148,Hz,-72.673, dBm
2464166481,Hz,-72.655, dBm
2464999814,Hz,-72.673, dBm
2465833147,Hz,-72.704, dBm
2466666480,Hz,-72.715, dBm
2467499813,Hz,-72.703, dBm
2468333146,Hz,-72.66, dBm
2469166479,Hz,-72.674, dBm
2469999812,Hz,-72.706, dBm
2470833145,Hz,-72.735, dBm
2471666478,Hz,-72.75, dBm
2472499811,Hz,-72.739, dBm
2473333144,Hz,-72.74, dBm
2474166477,Hz,-72.721, dBm
2474999810,Hz,-72.723, dBm
2475833143,Hz,-72.72, dBm
2476666476,Hz,-72.72, dBm
2477499809,Hz,-72.732, dBm
2478333142,Hz,-72.709, dBm
2479166475,Hz,-72.639, dBm
2479999808,Hz,-72.58, dBm
2480833141,Hz,-72.687, dBm
2481666474,Hz,-72.691, dBm
2482499807,Hz,-72.68, dBm
2483333140,Hz,-72.682, dBm
2484166473,Hz,-72.682, dBm
2484999806,Hz,-72.671, dBm
2485833139,Hz,-72.672, dBm
2486666472,Hz,-72.668, dBm
2487499805,Hz,-72.659, dBm
2488333138,Hz,-72.657, dBm
2489166471,Hz,-72.643, dBm
2489999804,Hz,-72.647, dBm
2490833137,Hz,-72.63, dBm
2491666470,Hz,-72.631, dBm
2492499803,Hz,-72.626, dBm
2493333136,Hz,-72.624, dBm
2494166469,Hz,-72.618, dBm
2494999802,Hz,-72.61, dBm
2495833135,Hz,-72.587, dBm
2496666468,Hz,-72.601, dBm
2497499801,Hz,-72.593, dBm
2498333134,Hz,-72.594, dBm
2499166467,Hz,-72.589, dBm
2499999800,Hz,-72.588, dBm
